"source","country","topic","key","value","success","reason","updated_at","search_result.page","search_result.position","search_result.type","search_result.id","search_result.url","search_result.name","search_result.brand_name","search_result.image_url","search_result.min_price","search_result.max_price","search_result.currency","search_result.review_count","search_result.review_rating","search_result.offer_count","search_result.flags"
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","1","product","B0BSGXWTGP","https://www.amazon.in/-/bn/dp/B0BSGXWTGP/","Bouncefit D20 Y68 ফিটনেস ব্যান্ড স্মার্ট ওয়াচ পুরুষ, মহিলা, বালক, বালিকা, বাচ্চাদের জন্য - একক টাচ ইন্টারফেস, জল প্রতিরোধী, ওয়ার্কআউট মোড, দ্রুত চার্জ স্পোর্টস স্মার্টওয়াচ - জেট ব্ল্যাক","","https://m.media-amazon.com/images/I/51VZN8HIAFL._AC_UY654_QL65_.jpg","398.0","398.0","INR","34","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","2","product","B0D5LRGSCR","https://www.amazon.in/-/bn/dp/B0D5LRGSCR/","boAt Storm Call 3 w/TBT নেভিগেশন, ডেইলি অ্যাক্টিভিটি ট্র্যাকার, DIY ওয়াচ ফেস স্টুডিও,700+ অ্যাক্টিভ মোড, 1.83"" (4.6 cm) HD ডিসপ্লে ফিটনেস স্মার্ট ওয়াচ পুরুষ ও মহিলাদের জন্য (অ্যাক্টিভ ব্ল্যাক)","","https://m.media-amazon.com/images/I/61A9rFdBjtL._AC_UY654_QL65_.jpg","1099.0","1099.0","INR","345","100","","Amazon-এর পছন্দ"
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","3","product","B0DY7YPBJL","https://www.amazon.in/-/bn/dp/B0DY7YPBJL/","Fire-Boltt Phoenix Pro রাউন্ড স্মার্ট ওয়াচ 1.39″ HD ডিসপ্লে ব্লুটুথ কলিং, AI ভয়েস অ্যাসিস্ট্যান্ট, SpO2 এবং হার্ট রেট মনিটর, 120+ স্পোর্টস মোড, IP67 ওয়াটারপ্রুফ স্মার্টওয়াচ পুরুষ ও মহিলাদের জন্য","","https://m.media-amazon.com/images/I/61Cx3vx0mLL._AC_UY654_QL65_.jpg","999.0","999.0","INR","6","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","4","product","B0BJ72WZQ7","https://www.amazon.in/-/bn/dp/B0BJ72WZQ7/","Noise Twist ব্লুটুথ কলিং সহ রাউন্ড ডায়াল স্মার্ট ওয়াচ, 1.38"" TFT ডিসপ্লে, 7 দিন পর্যন্ত ব্যাটারি, 100+ ওয়াচ ফেস, IP68, হার্ট রেট মনিটর, স্লিপ ট্র্যাকিং (জেট ব্ল্যাক)","","https://m.media-amazon.com/images/I/61-vRq2ulOL._AC_UY654_QL65_.jpg","1499.0","1499.0","INR","504","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","5","product","B0D95TMQ3M","https://www.amazon.in/-/bn/dp/B0D95TMQ3M/","Bouncefit M I D116 ফিটনেস ব্যান্ড স্মার্ট ওয়াচ পুরুষ, মহিলা, বালক, বালিকা, বাচ্চাদের জন্য - একক টাচ ইন্টারফেস, জল প্রতিরোধী, ওয়ার্কআউট মোড, দ্রুত চার্জ স্পোর্টস স্মার্টওয়াচ - কালো I","","https://m.media-amazon.com/images/I/61xvs-2sD0L._AC_UY654_QL65_.jpg","398.0","398.0","INR","13","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","6","product","B0B6BPTFT5","https://www.amazon.in/-/bn/dp/B0B6BPTFT5/","Noise Pulse 2 Max অ্যাডভান্সড ব্লুটুথ কলিং স্মার্ট ওয়াচ 1.85'' TFT এবং 550 Nits ব্রাইটনেস, স্মার্ট DND, 10 দিনের ব্যাটারি, 100 স্পোর্টস মোড, উৎপাদনশীলতা স্যুট এবং নয়েজ হেলথ স্যুট - (ডিপ ওয়াইন)","","https://m.media-amazon.com/images/I/610BF3kqBZL._AC_UY654_QL65_.jpg","1199.0","1199.0","INR","227","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","7","product","B0CMF25TKG","https://www.amazon.in/-/bn/dp/B0CMF25TKG/","Fire‑Boltt Rise Smart Watch 1.85″ HD ডিসপ্লে ব্লুটুথ কলিং, AI ভয়েস অ্যাসিস্ট্যান্ট, রোটেটিং ক্রাউন, SpO2 এবং হার্ট রেট মনিটর, 120+ স্পোর্টস মোড, IP67 ওয়াটারপ্রুফ স্মার্ট ওয়াচ পুরুষ ও মহিলাদের জন্য","","https://m.media-amazon.com/images/I/61IGSSfF-JL._AC_UY654_QL65_.jpg","1199.0","1199.0","INR","402","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","8","product","B0C496V772","https://www.amazon.in/-/bn/dp/B0C496V772/","Fire-Boltt Ninja Call Pro Max ব্লুটুথ কলিং স্মার্ট ওয়াচ, 2.01″ HD ডিসপ্লে, 120+ স্পোর্টস মোড, হেলথ স্যুট, AI ভয়েস অ্যাসিস্ট্যান্স, SpO2 এবং হার্ট রেট মনিটর স্মার্টওয়াচ পুরুষ ও মহিলাদের জন্য - ধূসর","","https://m.media-amazon.com/images/I/61zBJcICfFL._AC_UY654_QL65_.jpg","1199.0","1199.0","INR","12","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","9","product","B0G4QHBMHS","https://www.amazon.in/-/bn/dp/B0G4QHBMHS/","M I D116 ফিটনেস ব্যান্ড স্মার্ট ওয়াচ পুরুষ, মহিলা, ছেলে, বালিকা, বাচ্চাদের, সিঙ্গেল টাচ ইন্টারফেস, IP68 ওয়াটারপ্রুফ সাথে ডেইলি অ্যাক্টিভিটি ট্র্যাকার, হার্ট রেট সেন্সর, ওয়াচ অ্যান্ড্রয়েড এবং iOS","","https://m.media-amazon.com/images/I/51Q74o0dcYL._AC_UY654_QL65_.jpg","399.0","399.0","INR","12","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","10","product","B0CQRQK8L8","https://www.amazon.in/-/bn/dp/B0CQRQK8L8/","Noise ColorFit Pulse 3 সাথে 1.96"" বৃহত্তম ডিসপ্লে ব্লুটুথ কলিং স্মার্ট ওয়াচ, প্রিমিয়াম বিল্ড, অটো স্পোর্ট সনাক্তকরণ এবং পুরুষ ও মহিলাদের জন্য 170+ Watch Faces স্মার্টওয়াচ - মিডনাইট ব্ল্যাক","","https://m.media-amazon.com/images/I/61DEUVd9PwL._AC_UY654_QL65_.jpg","1199.0","1199.0","INR","56","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","11","product","B0CQLZ7W1N","https://www.amazon.in/-/bn/dp/B0CQLZ7W1N/","GOBOULT Drift+ স্মার্ট ওয়াচ 1.85''HD স্ক্রিন, ব্লুটুথ কলিং, IP68, 500 Nits ব্রাইটনেস, 150+ ওয়াচফেস, AI ভয়েস অ্যাসিস্ট্যান্ট, SpO2 মনিটরিং, 100+ স্পোর্টস মোড স্মার্টওয়াচ (জেট ব্ল্যাক)","","https://m.media-amazon.com/images/I/71Ar4cKZKYL._AC_UY654_QL65_.jpg","999.0","999.0","INR","26","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","12","product","B0FJ76MNXR","https://www.amazon.in/-/bn/dp/B0FJ76MNXR/","M I D18 রাউন্ড ফিটনেস ব্যান্ড স্মার্ট ওয়াচ পুরুষ, মহিলা, ছেলে, মেয়ে, বাচ্চাদের জন্য - একক টাচ ইন্টারফেস, জল প্রতিরোধী, ওয়ার্কআউট মোড, দ্রুত চার্জ স্পোর্টস স্মার্টওয়াচ - কালো (জিজি)","","https://m.media-amazon.com/images/I/61Cwg96VKjL._AC_UY654_QL65_.jpg","599.0","599.0","INR","54","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","13","product","B0BRKZG8GH","https://www.amazon.in/-/bn/dp/B0BRKZG8GH/","Fire-Boltt Phoenix Pro রাউন্ড স্মার্ট ওয়াচ 1.39″ HD ডিসপ্লে ব্লুটুথ কলিং, AI ভয়েস অ্যাসিস্ট্যান্ট, SpO2 এবং হার্ট রেট মনিটর, 120+ স্পোর্টস মোড, IP67 ওয়াটারপ্রুফ স্মার্টওয়াচ পুরুষ ও মহিলাদের জন্য","","https://m.media-amazon.com/images/I/61643EQDHqL._AC_UY654_QL65_.jpg","1199.0","1199.0","INR","1","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","14","product","B0DYJKTHYF","https://www.amazon.in/-/bn/dp/B0DYJKTHYF/","Amazfit Bip 6 স্মার্ট ওয়াচ 46mm, 14 দিনের ব্যাটারি, 1.97"" AMOLED ডিসপ্লে, GPS এবং ফ্রি ম্যাপস, AI, ব্লুটুথ কল এবং টেক্সট, স্বাস্থ্য, ফিটনেস এবং স্লিপ ট্র্যাকার, 140+ ওয়ার্কআউট মোড, 5 ATM","","https://m.media-amazon.com/images/I/61UvVTN0IEL._AC_UY654_QL65_.jpg","7999.0","7999.0","INR","36","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","15","product","B0D45BT2S2","https://www.amazon.in/-/bn/dp/B0D45BT2S2/","Bouncefit M I D116 ফিটনেস ব্যান্ড স্মার্ট ওয়াচ পুরুষ, মহিলা, বালক, বালিকা, বাচ্চাদের জন্য - একক টাচ ইন্টারফেস, জল প্রতিরোধী, ওয়ার্কআউট মোড, দ্রুত চার্জ স্পোর্টস স্মার্টওয়াচ - কালো I","","https://m.media-amazon.com/images/I/61kjHG3wqrL._AC_UY654_QL65_.jpg","399.0","399.0","INR","306","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","1","16","product","B0DGGVHMDS","https://www.amazon.in/-/bn/dp/B0DGGVHMDS/","Fastrack Limitless New BT কলিং স্মার্টওয়াচ, ব্ল্যাক_মেটাল, 1.43"" অ্যামোলেড, Astor FR2 Pro","","https://m.media-amazon.com/images/I/71rjlGEi+1L._AC_UY654_QL65_.jpg","2999.0","2999.0","INR","5","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","2","17","product","B0F5HS5NPM","https://www.amazon.in/-/bn/dp/B0F5HS5NPM/","Fastrack Limitless ব্লুটুথ কলিং স্মার্টওয়াচ, ডার্ক_টিল, Volt S1","","https://m.media-amazon.com/images/I/71YpAEh4OVL._AC_UY654_QL65_.jpg","1499.0","1499.0","INR","171","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","2","18","product","B0DGGVHMDS","https://www.amazon.in/-/bn/dp/B0DGGVHMDS/","Fastrack Limitless New BT কলিং স্মার্টওয়াচ, ব্ল্যাক_মেটাল, 1.43"" অ্যামোলেড, Astor FR2 Pro","","https://m.media-amazon.com/images/I/71rjlGEi+1L._AC_UY654_QL65_.jpg","2999.0","2999.0","INR","5","100","",""
"amazon","in","search_results","term","smart watch","true","","2026-01-09 16:39:38 UTC","2","19","product","B0D6GK2871","https://www.amazon.in/-/bn/dp/B0D6GK2871/","Noise Pulse 4 Max Smart Watch with AI Create (ভারতের 1st Ever with Unlimited Watch Face সহ), AI অনুসন্ধান, 1.96"" AMOLED ডিসপ্লে, ফাংশনাল ক্রাউন, প্রিমিয়াম মেটালিক ফিনিশ, হেলথ স্যুট (জেট ব্ল্যাক)","","https://m.media-amazon.com/images/I/61Iw0g8zYYL._AC_UY654_QL65_.jpg","2499.0","2499.0","INR","847","100","",""
